,q_date,q_year,prop_year,state,entity,utility,county_1,region_CAISO,region_ERCOT,region_ISO-NE,region_MISO,region_NYISO,region_PJM,region_SPP,region_Southeast (non-ISO),region_West (non-ISO),total_mw,type1_Battery,type1_Biofuel,type1_Biogas,type1_Biomass,type1_Coal,type1_Diesel,type1_Flywheel,type1_Gas,type1_Geothermal,type1_Gravity Rail,type1_Hybrid,type1_Hydro,type1_Landfill,type1_Methane,type1_Nuclear,type1_Offshore Wind,type1_Oil,type1_Pumped Storage,type1_Solar,type1_Steam,type1_Waste Heat,type1_Wind,type1_Wood,ia_status_Facility Study,ia_status_Feasibility Study,ia_status_IA Executed,ia_status_Operational,ia_status_System Impact Study,ia_status_Withdrawn,Join_Count,Join_Count_1,Join_Count_12,TARGET_FID_12,Join_Count_12_13,TARGET_FID_12_13,name,power,substation,type,Lat,Long,POP_SQMI,LEGAL_NAME,votes_dem,votes_rep,votes_total,votes_per_sqkm,pct_dem_lead,solar_ann_ghi_rn,avg_wind_speed_meters_per_second,tokens.1
2685,7/27/2005,2005.0,2010.0,IL,PJM,ComEd,livingston,0,0,0,0,0,1,0,0,0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,6805,1,6805,Pontiac #27 Substation,substation,distribution,multipolygon,40.03935732,-88.23882991,227.4,Champaign County,703.0,478.0,1223.0,26.0,18.4,4.0,3.7708242,pontiac
2686,6/30/2010,2010.0,2019.0,IL,PJM,ComEd,logan,0,0,0,0,0,1,0,0,0,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,11169,1,11169,Brokaw Substation,substation,transmission,multipolygon,40.45265978,-88.90439407,227.4,McLean County,700.0,566.0,1298.0,208.3,10.3,4.0,4.1166306,brokaw
2687,3/18/2019,2019.0,2022.0,IL,PJM,ComEd,mclean,0,0,0,0,0,1,0,0,0,50.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,23414,1,23414,McLean Wind Farm Step-Up Transformer,substation,transmission,multipolygon,40.59002105,-89.04674358,227.4,McLean County,182.0,333.0,529.0,12.7,-28.5,4.0,3.9993184,mclean
2688,9/25/2020,2020.0,2024.0,IL,PJM,ComEd,logan,0,0,0,0,0,1,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,11167,1,11167,Lanesville Substation,substation,transmission,multipolygon,39.85122536,-89.33534028,227.4,Sangamon County,30.0,93.0,123.0,1.4,-51.2,4.1,3.6628778,lanesville
2689,3/28/2017,2017.0,2019.0,IL,PJM,ComEd,livingston,0,0,0,0,0,1,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,6805,1,6805,Pontiac #27 Substation,substation,distribution,multipolygon,40.03935732,-88.23882991,227.4,Champaign County,703.0,478.0,1223.0,26.0,18.4,4.0,3.7708242,pontiac
2690,3/23/2018,2018.0,2021.0,IL,PJM,ComEd,christian,0,0,0,0,0,1,0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,5700,1,5700,Kincaid Station,substation,transmission,multipolygon,39.59346504,-89.49627007,227.4,Christian County,97.0,240.0,347.0,3.2,-41.2,4.1,3.5727665,kincaid
2691,9/30/2020,2020.0,2024.0,IL,PJM,ComEd,mclean,0,0,0,0,0,1,0,0,0,150.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,11179,1,11179,Blue Mound Substation,substation,transmission,multipolygon,40.47884067,-88.79739966,227.4,McLean County,95.0,273.0,374.0,3.7,-47.6,4.0,4.0196791,blue
2692,10/31/2013,2013.0,2015.0,IL,PJM,ComEd,will,0,0,0,0,0,1,0,0,0,20.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,27245,1,27245,Joliet Central Substation,substation,transmission,multipolygon,41.53212374,-88.07842673,227.4,Will County,604.0,74.0,684.0,282.9,77.5,3.9,3.4722455,joliet
2693,4/27/2016,2016.0,2024.0,IL,PJM,ComEd,boone,0,0,0,0,0,1,0,0,0,350.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1214,1,1214,Silver Lake Substation,substation,transmission,multipolygon,42.25488214,-88.25097587,227.4,McHenry County,453.0,547.0,1022.0,158.8,-9.2,3.9,3.6847067,silver
2694,10/26/2005,2005.0,2017.0,IL,PJM,ComEd,bureau,0,0,0,0,0,1,0,0,0,210.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1339,1,1339,Nelson Substation,substation,distribution,multipolygon,41.76060909,-89.6091518,227.4,Lee County,164.0,254.0,431.0,7.2,-20.9,3.9,3.3375113,nelson
2695,8/27/2014,2014.0,2015.0,IL,PJM,ComEd,grundy,0,0,0,0,0,1,0,0,0,20.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,5175,1,5175,Morris County Substation,substation,transmission,multipolygon,41.92614095,-88.28253029,227.4,Kane County,451.0,346.0,815.0,289.7,12.9,3.9,3.5751674,morris
2696,9/30/2020,2020.0,2024.0,IL,PJM,ComEd,mclean,0,0,0,0,0,1,0,0,0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,11179,1,11179,Blue Mound Substation,substation,transmission,multipolygon,40.47884067,-88.79739966,227.4,McLean County,95.0,273.0,374.0,3.7,-47.6,4.0,4.0196791,blue
2697,3/22/2019,2019.0,2022.0,IL,PJM,ComEd,mclean,0,0,0,0,0,1,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,23414,1,23414,McLean Wind Farm Step-Up Transformer,substation,transmission,multipolygon,40.59002105,-89.04674358,227.4,McLean County,182.0,333.0,529.0,12.7,-28.5,4.0,3.9993184,mclean
2698,12/2/2004,2004.0,2009.0,IL,PJM,ComEd,lasalle,0,0,0,0,0,1,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,4426,1,4426,LaSalle Substation,substation,transmission,multipolygon,41.24444616,-88.66511262,227.4,LaSalle County,152.0,337.0,500.0,4.0,-37.0,3.9,3.9672031,lasalle
2699,8/31/2020,2020.0,2023.0,IL,PJM,ComEd,dekalb,0,0,0,0,0,1,0,0,0,119.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,18394,1,18394,Glidden Substation,substation,transmission,multipolygon,41.93621341,-88.7282603,227.4,DeKalb County,207.0,106.0,323.0,58.7,31.3,3.8,3.8590188,glidden
2700,5/11/2005,2005.0,2013.0,IL,PJM,ComEd,livingston,0,0,0,0,0,1,0,0,0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,11092,1,11092,Powerton Station,substation,transmission,multipolygon,40.54061493,-89.68631275,227.4,Tazewell County,323.0,480.0,815.0,19.2,-19.3,4.0,3.4884348,powerton
2701,3/20/2020,2020.0,2022.0,IL,PJM,ComEd,lee,0,0,0,0,0,1,0,0,0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1339,1,1339,Nelson Substation,substation,distribution,multipolygon,41.76060909,-89.6091518,227.4,Lee County,164.0,254.0,431.0,7.2,-20.9,3.9,3.3375113,nelson
2702,2/25/2010,2010.0,2014.0,IL,PJM,ComEd,ford,0,0,0,0,0,1,0,0,0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,6805,1,6805,Pontiac #27 Substation,substation,distribution,multipolygon,40.03935732,-88.23882991,227.4,Champaign County,703.0,478.0,1223.0,26.0,18.4,4.0,3.7708242,pontiac
2703,3/28/2018,2018.0,2021.0,IL,PJM,ComEd,livingston,0,0,0,0,0,1,0,0,0,205.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,6805,1,6805,Pontiac #27 Substation,substation,distribution,multipolygon,40.03935732,-88.23882991,227.4,Champaign County,703.0,478.0,1223.0,26.0,18.4,4.0,3.7708242,pontiac
2704,12/1/2017,2017.0,2019.0,IL,PJM,ComEd,mchenry,0,0,0,0,0,1,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,17470,1,17470,Marengo Substation,substation,distribution,multipolygon,42.25367604,-88.62842707,227.4,McHenry County,327.0,434.0,777.0,79.3,-13.8,3.8,3.8151898,marengo
2705,3/31/2009,2009.0,2015.0,IL,PJM,ComEd,kendall,0,0,0,0,0,1,0,0,0,380.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,4318,1,4318,Plano Substation,substation,transmission,multipolygon,41.68352367,-88.47916972,227.4,Kendall County,300.0,303.0,617.0,32.7,-0.5,3.9,3.5620673,plano
2706,3/24/2020,2020.0,2023.0,IL,PJM,ComEd,lee,0,0,0,0,0,1,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1339,1,1339,Nelson Substation,substation,distribution,multipolygon,41.76060909,-89.6091518,227.4,Lee County,164.0,254.0,431.0,7.2,-20.9,3.9,3.3375113,nelson
2707,4/28/2014,2014.0,2014.0,IL,PJM,ComEd,livingston,0,0,0,0,0,1,0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,21458,1,21458,Streator Substation,substation,distribution,multipolygon,41.12619386,-88.84600517,227.4,LaSalle County,115.0,203.0,329.0,321.6,-26.7,3.9,3.6137152,streator
2708,3/31/2020,2020.0,2023.0,IL,PJM,ComEd,mchenry,0,0,0,0,0,1,0,0,0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1214,1,1214,Silver Lake Substation,substation,transmission,multipolygon,42.25488214,-88.25097587,227.4,McHenry County,453.0,547.0,1022.0,158.8,-9.2,3.9,3.6847067,silver
2709,10/23/2014,2014.0,2015.0,IL,PJM,ComEd,will,0,0,0,0,0,1,0,0,0,20.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,14432,1,14432,University Substation,substation,transmission,multipolygon,41.80362373,-87.60696218,227.4,Cook County,504.0,17.0,530.0,669.6,91.9,3.9,3.6603687,university
2710,5/29/2007,2007.0,2008.0,IL,PJM,ComEd,bureau,0,0,0,0,0,1,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,9774,1,9774,Lee County Energy Center Station,substation,transmission,multipolygon,41.82769819,-89.40725971,227.4,Lee County,209.0,359.0,580.0,7.4,-25.9,3.9,3.6883283,lee
2711,8/31/2016,2016.0,2025.0,IL,PJM,ComEd,logan,0,0,0,0,0,1,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,11167,1,11167,Lanesville Substation,substation,transmission,multipolygon,39.85122536,-89.33534028,227.4,Sangamon County,30.0,93.0,123.0,1.4,-51.2,4.1,3.6628778,lanesville
2712,7/26/2005,2005.0,2012.0,IL,PJM,ComEd,woodford,0,0,0,0,0,1,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,11092,1,11092,Powerton Station,substation,transmission,multipolygon,40.54061493,-89.68631275,227.4,Tazewell County,323.0,480.0,815.0,19.2,-19.3,4.0,3.4884348,powerton
2713,3/29/2018,2018.0,2021.0,IL,PJM,ComEd,lee,0,0,0,0,0,1,0,0,0,125.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1339,1,1339,Nelson Substation,substation,distribution,multipolygon,41.76060909,-89.6091518,227.4,Lee County,164.0,254.0,431.0,7.2,-20.9,3.9,3.3375113,nelson
2714,8/20/2009,2009.0,2011.0,IL,PJM,ComEd,lee,0,0,0,0,0,1,0,0,0,160.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,9774,1,9774,Lee County Energy Center Station,substation,transmission,multipolygon,41.82769819,-89.40725971,227.4,Lee County,209.0,359.0,580.0,7.4,-25.9,3.9,3.6883283,lee
2715,4/29/2011,2011.0,2016.0,IL,PJM,ComEd,ogle,0,0,0,0,0,1,0,0,0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,21331,1,21331,Stillman Valley Substation,substation,transmission,multipolygon,42.11729106,-89.21007431,227.4,Ogle County,221.0,445.0,682.0,22.0,-32.8,3.9,3.4696872,stillman
2716,3/29/2019,2019.0,2022.0,IL,PJM,ComEd,woodford,0,0,0,0,0,1,0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,11092,1,11092,Powerton Station,substation,transmission,multipolygon,40.54061493,-89.68631275,227.4,Tazewell County,323.0,480.0,815.0,19.2,-19.3,4.0,3.4884348,powerton
2717,2/29/2008,2008.0,2010.0,IL,PJM,ComEd,lasalle,0,0,0,0,0,1,0,0,0,250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,4426,1,4426,LaSalle Substation,substation,transmission,multipolygon,41.24444616,-88.66511262,227.4,LaSalle County,152.0,337.0,500.0,4.0,-37.0,3.9,3.9672031,lasalle
2718,9/30/2020,2020.0,2024.0,IL,PJM,ComEd,cook,0,0,0,0,0,1,0,0,0,296.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,3477,1,3477,Calumet Substation,substation,transmission,multipolygon,41.71527897,-87.54626363,227.4,Cook County,298.0,61.0,367.0,448.8,64.6,3.9,3.7425728,calumet
2719,12/9/2019,2019.0,2023.0,IL,PJM,ComEd,lee,0,0,0,0,0,1,0,0,0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1339,1,1339,Nelson Substation,substation,distribution,multipolygon,41.76060909,-89.6091518,227.4,Lee County,164.0,254.0,431.0,7.2,-20.9,3.9,3.3375113,nelson
2720,9/26/2018,2018.0,2021.0,IL,PJM,ComEd,will,0,0,0,0,0,1,0,0,0,500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,3282,1,3282,Crete Substation,substation,transmission,multipolygon,41.43106018,-87.6191467,227.4,Will County,339.0,504.0,857.0,33.3,-19.3,3.9,3.965064,crete
2721,9/30/2015,2015.0,2016.0,IL,PJM,ComEd,kane,0,0,0,0,0,1,0,0,0,20.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1343,1,1343,North Aurora Substation,substation,transmission,multipolygon,41.78420714,-88.30873877,227.4,Kane County,344.0,183.0,543.0,177.7,29.7,3.9,3.6027539,north
2722,9/30/2015,2015.0,2019.0,IL,PJM,ComEd,mclean,0,0,0,0,0,1,0,0,0,575.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,6805,1,6805,Pontiac #27 Substation,substation,distribution,multipolygon,40.03935732,-88.23882991,227.4,Champaign County,703.0,478.0,1223.0,26.0,18.4,4.0,3.7708242,pontiac
2723,10/28/2016,2016.0,2020.0,IL,PJM,ComEd,will,0,0,0,0,0,1,0,0,0,64.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,27245,1,27245,Joliet Central Substation,substation,transmission,multipolygon,41.53212374,-88.07842673,227.4,Will County,604.0,74.0,684.0,282.9,77.5,3.9,3.4722455,joliet
2724,3/8/2006,2006.0,2007.0,IL,PJM,ComEd,kane,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,42177,1,42177,Fox Hollow Substation,substation,gas,multipolygon,40.76069483,-89.61670411,227.4,Peoria County,319.0,264.0,594.0,508.8,9.3,4.0,3.9478157,fox
2725,3/24/2020,2020.0,2023.0,IL,PJM,ComEd,stephenson,0,0,0,0,0,1,0,0,0,199.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,17478,1,17478,Lena Substation,substation,distribution,multipolygon,42.35882365,-89.82940575,227.4,Stephenson County,123.0,213.0,348.0,3.8,-25.9,3.9,3.7866991,lena
2726,1/26/2007,2007.0,2012.0,IL,PJM,ComEd,livingston,0,0,0,0,0,1,0,0,0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,11172,1,11172,Tazewell,substation,transmission,multipolygon,40.56218213,-89.53745655,227.4,Tazewell County,212.0,758.0,1004.0,16.1,-54.4,4.0,4.1521778,tazewell
2727,11/20/2008,2008.0,2011.0,IL,PJM,ComEd,mclean,0,0,0,0,0,1,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,6805,1,6805,Pontiac #27 Substation,substation,distribution,multipolygon,40.03935732,-88.23882991,227.4,Champaign County,703.0,478.0,1223.0,26.0,18.4,4.0,3.7708242,pontiac
2728,3/1/2005,2005.0,2007.0,IL,PJM,ComEd,boone,0,0,0,0,0,1,0,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,36883,1,36883,Poplar Grove Substation,substation,distribution,multipolygon,42.36956933,-88.85122455,227.4,Boone County,572.0,797.0,1423.0,108.4,-15.8,3.8,3.9752219,poplar
2729,3/8/2006,2006.0,2007.0,IL,PJM,ComEd,kane,0,0,0,0,0,1,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,50283,1,50283,Western Trail Wind Farm Substation,substation,generation,multipolygon,40.46155221,-89.07670983,227.4,McLean County,282.0,504.0,811.0,8.6,-27.4,4.0,3.7877703,western
2730,11/21/2007,2007.0,2008.0,IL,PJM,ComEd,bureau,0,0,0,0,0,1,0,0,0,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,9774,1,9774,Lee County Energy Center Station,substation,transmission,multipolygon,41.82769819,-89.40725971,227.4,Lee County,209.0,359.0,580.0,7.4,-25.9,3.9,3.6883283,lee
2731,7/24/2017,2017.0,2021.0,IL,PJM,ComEd,henry,0,0,0,0,0,1,0,0,0,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,4524,1,4524,Kewanee Substation,substation,transmission,multipolygon,41.26427576,-89.87546496,227.4,Henry County,154.0,157.0,318.0,23.1,-0.9,4.0,4.0030017,kewanee
2732,3/24/2020,2020.0,2023.0,IL,PJM,ComEd,lee,0,0,0,0,0,1,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1339,1,1339,Nelson Substation,substation,distribution,multipolygon,41.76060909,-89.6091518,227.4,Lee County,164.0,254.0,431.0,7.2,-20.9,3.9,3.3375113,nelson
2733,12/26/2008,2008.0,2010.0,IL,PJM,ComEd,winnebago,0,0,0,0,0,1,0,0,0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1229,1,1229,Sabrooke Substation,substation,transmission,multipolygon,42.23327107,-89.09593441,227.4,Winnebago County,1909.0,358.0,2300.0,135.8,67.4,3.9,3.2757986,sabrooke
2734,10/31/2016,2016.0,2019.0,IL,PJM,ComEd,lee,0,0,0,0,0,1,0,0,0,48.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,9774,1,9774,Lee County Energy Center Station,substation,transmission,multipolygon,41.82769819,-89.40725971,227.4,Lee County,209.0,359.0,580.0,7.4,-25.9,3.9,3.6883283,lee
2735,9/28/2018,2018.0,2022.0,IL,PJM,ComEd,christian,0,0,0,0,0,1,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,5700,1,5700,Kincaid Station,substation,transmission,multipolygon,39.59346504,-89.49627007,227.4,Christian County,97.0,240.0,347.0,3.2,-41.2,4.1,3.5727665,kincaid
2736,7/31/2008,2008.0,2011.0,IL,PJM,ComEd,lee,0,0,0,0,0,1,0,0,0,600.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1339,1,1339,Nelson Substation,substation,distribution,multipolygon,41.76060909,-89.6091518,227.4,Lee County,164.0,254.0,431.0,7.2,-20.9,3.9,3.3375113,nelson
2737,4/29/2011,2011.0,2012.0,IL,PJM,ComEd,will,0,0,0,0,0,1,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,3283,1,3283,Woodhill Substation,substation,transmission,multipolygon,41.43362955,-87.74109697,227.4,Will County,630.0,195.0,834.0,31.0,52.2,3.9,4.3443012,woodhill
2738,9/30/2020,2020.0,2024.0,IL,PJM,ComEd,mclean,0,0,0,0,0,1,0,0,0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,11179,1,11179,Blue Mound Substation,substation,transmission,multipolygon,40.47884067,-88.79739966,227.4,McLean County,95.0,273.0,374.0,3.7,-47.6,4.0,4.0196791,blue
2739,5/25/2011,2011.0,2015.0,IL,PJM,ComEd,lake,0,0,0,0,0,1,0,0,0,225.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1214,1,1214,Silver Lake Substation,substation,transmission,multipolygon,42.25488214,-88.25097587,227.4,McHenry County,453.0,547.0,1022.0,158.8,-9.2,3.9,3.6847067,silver
2740,10/31/2008,2008.0,2009.0,IL,PJM,ComEd,will,0,0,0,0,0,1,0,0,0,40.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,15548,1,15548,Lincoln County Substation,substation,distribution,multipolygon,40.13482015,-88.27656868,227.4,Champaign County,618.0,98.0,738.0,682.3,70.5,4.0,3.8469226,lincoln
2741,4/29/2015,2015.0,2018.0,IL,PJM,ComEd,mchenry,0,0,0,0,0,1,0,0,0,20.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,17470,1,17470,Marengo Substation,substation,distribution,multipolygon,42.25367604,-88.62842707,227.4,McHenry County,327.0,434.0,777.0,79.3,-13.8,3.8,3.8151898,marengo
2742,7/3/2007,2007.0,2016.0,IL,PJM,ComEd,lasalle,0,0,0,0,0,1,0,0,0,500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,4426,1,4426,LaSalle Substation,substation,transmission,multipolygon,41.24444616,-88.66511262,227.4,LaSalle County,152.0,337.0,500.0,4.0,-37.0,3.9,3.9672031,lasalle
2743,6/25/2014,2014.0,2020.0,IL,PJM,ComEd,livingston,0,0,0,0,0,1,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,11092,1,11092,Powerton Station,substation,transmission,multipolygon,40.54061493,-89.68631275,227.4,Tazewell County,323.0,480.0,815.0,19.2,-19.3,4.0,3.4884348,powerton
2744,12/11/2006,2006.0,2014.0,IL,PJM,ComEd,ogle,0,0,0,0,0,1,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,18391,1,18391,Dixon Substation,substation,transmission,multipolygon,41.84236296,-89.49546723,227.4,Lee County,127.0,157.0,297.0,473.8,-10.1,3.9,3.516628,dixon
2745,10/30/2015,2015.0,2016.0,IL,PJM,ComEd,winnebago,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1229,1,1229,Sabrooke Substation,substation,transmission,multipolygon,42.23327107,-89.09593441,227.4,Winnebago County,1909.0,358.0,2300.0,135.8,67.4,3.9,3.2757986,sabrooke
2746,4/28/2017,2017.0,2023.0,IL,PJM,ComEd,mchenry,0,0,0,0,0,1,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,17470,1,17470,Marengo Substation,substation,distribution,multipolygon,42.25367604,-88.62842707,227.4,McHenry County,327.0,434.0,777.0,79.3,-13.8,3.8,3.8151898,marengo
2747,1/12/2022,2022.0,2023.0,IL,PJM,PSEG,cook,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,3862,1,3862,Mount Storm Substation,substation,transmission,multipolygon,42.1267106,-88.45652828,227.4,Kane County,2924.0,2685.0,5699.0,169.2,4.2,3.9,4.0573864,mount
2748,9/14/2011,2011.0,2014.0,IL,PJM,ComEd,rock island,0,0,0,0,0,1,0,0,0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,4533,1,4533,Quad Cities Substation,substation,transmission,multipolygon,41.72651907,-90.30627046,227.4,Rock Island County,180.0,322.0,509.0,7.3,-27.9,3.9,3.2314448,quad
